exercise,sets,reps,weight,date,rpe,rir,logged_at,actual_next_weight
Squat (Barbell),3,8,235.0,2017-10-14,,,2017-10-14T10:28:15,345.0
Incline Bench Press (Barbell),2,8,240.0,2017-10-15,,,2017-10-15T14:06:19,250.0
Incline Press (Dumbbell),2,12,170.0,2017-10-15,,,2017-10-15T14:06:19,200.0
Shoulder Press (Standing),1,8,110.0,2017-10-15,,,2017-10-15T14:06:19,105.0
Bicep Curl (Barbell),2,10,95.0,2017-10-16,,,2017-10-16T21:50:06,95.0
Chin Up,3,8,62.5,2017-10-16,,,2017-10-16T21:50:06,75.0
Hammer Curl (Dumbbell ),2,12,50.0,2017-10-16,,,2017-10-16T21:50:06,80.0
Hammer seated row (CLOSE GRIP),2,10,240.0,2017-10-16,,,2017-10-16T21:50:06,240.0
Leg curl,3,12,130.0,2017-10-18,,,2017-10-18T22:29:34,135.0
Leg press (hinge ),3,12,540.0,2017-10-18,,,2017-10-18T22:29:34,570.0
Squat (Barbell),1,5,345.0,2017-10-18,,,2017-10-18T22:29:34,315.0
Bench Press (Barbell),2,5,280.0,2017-10-19,,,2017-10-19T18:47:04,285.0
Seated Shoulder  Press (Barbell),6,7,235.0,2017-10-19,,,2017-10-19T18:47:04,235.0
Tricep pushdown,2,10,140.0,2017-10-19,,,2017-10-19T18:47:04,130.0
Bicep Curl (Barbell),3,8,95.0,2017-10-20,,,2017-10-20T19:45:59,70.0
Chin Up,4,5,75.0,2017-10-20,,,2017-10-20T19:45:59,77.5
Hammer seated row (CLOSE GRIP),3,12,240.0,2017-10-20,,,2017-10-20T19:45:59,245.0
Good Morning (Barbell),1,10,125.0,2017-10-22,,,2017-10-22T13:55:17,115.0
Leg outward fly,3,12,140.0,2017-10-22,,,2017-10-22T13:55:17,140.0
Leg press (hinge ),2,12,570.0,2017-10-22,,,2017-10-22T13:55:17,550.0
Squat (Barbell),2,6,315.0,2017-10-22,,,2017-10-22T13:55:17,245.0
Incline Bench Press (Barbell),1,5,250.0,2017-10-23,,,2017-10-23T18:57:50,250.0
Incline Press (Dumbbell),1,10,200.0,2017-10-23,,,2017-10-23T18:57:50,200.0
Overhead Press (Dumbbell),2,12,120.0,2017-10-23,,,2017-10-23T18:57:50,150.0
Bicep Curl (Barbell),1,10,70.0,2017-10-24,,,2017-10-24T18:22:02,50.0
Chin Up,3,5,77.5,2017-10-24,,,2017-10-24T18:22:02,55.0
Hammer Curl (Dumbbell ),3,12,80.0,2017-10-24,,,2017-10-24T18:22:02,50.0
Hammer seated row (CLOSE GRIP),3,10,245.0,2017-10-24,,,2017-10-24T18:22:02,180.0
Good Morning (Barbell),2,10,115.0,2017-10-26,,,2017-10-26T19:47:20,105.0
Leg outward fly,3,12,140.0,2017-10-26,,,2017-10-26T19:47:20,130.0
Squat (Barbell),3,5,245.0,2017-10-26,,,2017-10-26T19:47:20,335.0
Bench Press (Barbell),1,5,285.0,2017-10-27,,,2017-10-27T17:40:15,290.0
Lateral Raise (Dumbbells),3,12,50.0,2017-10-27,,,2017-10-27T17:40:15,30.0
Seated Shoulder  Press (Barbell),3,8,235.0,2017-10-27,,,2017-10-27T17:40:15,240.0
Tricep pushdown,3,20,130.0,2017-10-27,,,2017-10-27T17:40:15,140.0
Weighted dips,2,10,0.0,2017-10-27,,,2017-10-27T17:40:15,108.0
Chin Up,4,9,55.0,2017-10-28,,,2017-10-28T14:02:47,80.0
Hammer seated row (CLOSE GRIP),3,12,180.0,2017-10-28,,,2017-10-28T14:02:47,220.0
Incline Bench Press (Barbell),2,7,250.0,2017-10-31,,,2017-10-31T21:33:00,247.5
Incline Press (Dumbbell),3,9,200.0,2017-10-31,,,2017-10-31T21:33:00,200.0
Tricep pushdown,1,10,140.0,2017-10-31,,,2017-10-31T21:33:00,100.0
Leg curl,1,10,135.0,2017-11-01,,,2017-11-01T20:32:27,140.0
Leg outward fly,1,10,130.0,2017-11-01,,,2017-11-01T20:32:27,130.0
Leg press (hinge ),3,13,550.0,2017-11-01,,,2017-11-01T20:32:27,610.0
Squat (Barbell),2,5,335.0,2017-11-01,,,2017-11-01T20:32:27,345.0
Chin Up,3,5,80.0,2017-11-02,,,2017-11-02T18:39:23,57.5
Deadlift (Barbell),2,5,225.0,2017-11-02,,,2017-11-02T18:39:23,405.0
Hammer seated row (CLOSE GRIP),4,12,220.0,2017-11-02,,,2017-11-02T18:39:23,245.0
Leg curl,2,9,140.0,2017-11-05,,,2017-11-05T13:05:49,110.0
Leg press (hinge ),4,11,610.0,2017-11-05,,,2017-11-05T13:05:49,630.0
Squat (Barbell),2,5,345.0,2017-11-05,,,2017-11-05T13:05:49,365.0
Chin Up,4,10,57.5,2017-11-06,,,2017-11-06T18:43:57,60.0
Deadlift (Barbell),1,1,405.0,2017-11-06,,,2017-11-06T18:43:57,450.0
Hammer Curl,2,12,60.0,2017-11-06,,,2017-11-06T18:43:57,70.0
Hammer seated row (CLOSE GRIP),3,10,245.0,2017-11-06,,,2017-11-06T18:43:57,250.0
Lat Pulldown,2,8,150.0,2017-11-06,,,2017-11-06T18:43:57,140.0
Incline Bench Press (Barbell),2,8,247.5,2017-11-08,,,2017-11-08T21:20:47,250.0
Incline Press (Dumbbell),2,10,200.0,2017-11-08,,,2017-11-08T21:20:47,210.0
Lateral Raise (Dumbbells),4,15,30.0,2017-11-08,,,2017-11-08T21:20:47,40.0
Good Morning (Barbell),2,8,105.0,2017-11-09,,,2017-11-09T18:38:19,115.0
Leg curl,1,9,110.0,2017-11-09,,,2017-11-09T18:38:19,130.0
Leg press (hinge ),4,10,630.0,2017-11-09,,,2017-11-09T18:38:19,680.0
Squat (Barbell),1,5,365.0,2017-11-09,,,2017-11-09T18:38:19,365.0
Bicep Curl (barbell ),2,9,100.0,2017-11-10,,,2017-11-10T20:18:54,75.0
Chin Up,3,10,60.0,2017-11-10,,,2017-11-10T20:18:54,62.5
Hammer seated row (CLOSE GRIP),2,10,250.0,2017-11-10,,,2017-11-10T20:18:54,252.5
Bench Press (Barbell),6,5,290.0,2017-11-12,,,2017-11-12T17:55:28,295.0
Lateral Raise (Dumbbells),6,12,40.0,2017-11-12,,,2017-11-12T17:55:28,40.0
Overhead Press (Dumbbell),2,10,150.0,2017-11-12,,,2017-11-12T17:55:28,130.0
Seated Shoulder  Press (Barbell),6,8,240.0,2017-11-12,,,2017-11-12T17:55:28,240.0
Leg curl,3,9,130.0,2017-11-13,,,2017-11-13T19:51:24,120.0
Romanian Deadlift (Barbell),2,6,215.0,2017-11-13,,,2017-11-13T19:51:24,135.0
Squat (Barbell),2,5,365.0,2017-11-13,,,2017-11-13T19:51:24,380.0
Chin Up,5,9,62.5,2017-11-14,,,2017-11-14T22:32:35,65.0
Hammer Curl,2,10,70.0,2017-11-14,,,2017-11-14T22:32:35,50.0
Hammer seated row (CLOSE GRIP),4,10,252.5,2017-11-14,,,2017-11-14T22:32:35,250.0
Incline Bench Press (Barbell),3,8,250.0,2017-11-16,,,2017-11-16T21:17:53,255.0
Incline Press (Dumbbell),3,8,210.0,2017-11-16,,,2017-11-16T21:17:53,160.0
Tricep pushdown,1,12,100.0,2017-11-16,,,2017-11-16T21:17:53,60.0
Leg curl,2,10,120.0,2017-11-18,,,2017-11-18T18:40:39,120.0
Leg outward fly,2,12,130.0,2017-11-18,,,2017-11-18T18:40:39,130.0
Leg press (hinge ),2,8,680.0,2017-11-18,,,2017-11-18T18:40:39,720.0
Squat (Barbell),1,5,380.0,2017-11-18,,,2017-11-18T18:40:39,365.0
Chin Up,4,8,65.0,2017-11-19,,,2017-11-19T15:24:57,65.0
Hammer seated row (CLOSE GRIP),3,10,250.0,2017-11-19,,,2017-11-19T15:24:57,210.0
Bench Press (Barbell),2,5,295.0,2017-11-20,,,2017-11-20T20:13:37,285.0
Incline Press (Dumbbell),3,11,160.0,2017-11-20,,,2017-11-20T20:13:37,200.0
Seated Shoulder  Press (Barbell),2,6,240.0,2017-11-20,,,2017-11-20T20:13:37,225.0
Leg outward fly,2,12,130.0,2017-11-22,,,2017-11-22T14:59:09,120.0
Leg press (hinge ),3,9,720.0,2017-11-22,,,2017-11-22T14:59:09,630.0
Romanian Deadlift (Barbell),2,8,135.0,2017-11-22,,,2017-11-22T14:59:09,185.0
Squat (Barbell),3,5,365.0,2017-11-22,,,2017-11-22T14:59:09,365.0
Chin Up,6,8,65.0,2017-11-23,,,2017-11-23T13:16:47,65.0
Face pull,4,14,30.0,2017-11-23,,,2017-11-23T13:16:47,110.0
Hammer Curl,4,12,50.0,2017-11-23,,,2017-11-23T13:16:47,60.0
Hammer seated row (CLOSE GRIP),6,12,210.0,2017-11-23,,,2017-11-23T13:16:47,180.0
Incline Bench Press (Barbell),3,7,255.0,2017-11-24,,,2017-11-24T13:09:49,245.0
Incline Press (Dumbbell),3,10,200.0,2017-11-24,,,2017-11-24T13:09:49,170.0
Leg curl,2,10,120.0,2017-11-26,,,2017-11-26T17:35:57,135.0
Leg press (hinge ),3,10,630.0,2017-11-26,,,2017-11-26T17:35:57,270.0
Romanian Deadlift (Barbell),2,9,185.0,2017-11-26,,,2017-11-26T17:35:57,225.0
Squat (Barbell),2,4,365.0,2017-11-26,,,2017-11-26T17:35:57,365.0
Chin Up,3,8,65.0,2017-11-27,,,2017-11-27T21:50:25,0.0
Hammer seated row (CLOSE GRIP),3,11,180.0,2017-11-27,,,2017-11-27T21:50:25,230.0
Romanian Deadlift (Barbell),3,8,225.0,2017-11-30,,,2017-11-30T16:57:05,225.0
Squat (Barbell),2,5,365.0,2017-11-30,,,2017-11-30T16:57:05,365.0
Chin Up,5,13,0.0,2017-12-02,,,2017-12-02T00:14:13,70.0
Hammer lat pulldown,2,10,180.0,2017-12-02,,,2017-12-02T00:14:13,195.0
Hammer seated row (CLOSE GRIP),4,12,230.0,2017-12-02,,,2017-12-02T00:14:13,230.0
Incline Bench Press (Barbell),3,8,245.0,2017-12-03,,,2017-12-03T13:23:06,230.0
Overhead Press (Dumbbell),2,10,130.0,2017-12-03,,,2017-12-03T13:23:06,130.0
Weighted dips,2,9,108.0,2017-12-03,,,2017-12-03T13:23:06,93.0
Bicep Curl (Barbell),2,14,50.0,2017-12-05,,,2017-12-05T22:56:50,50.0
Chin Up,2,8,70.0,2017-12-05,,,2017-12-05T22:56:50,70.0
Hammer seated row (CLOSE GRIP),4,10,230.0,2017-12-05,,,2017-12-05T22:56:50,240.0
Front Squat (Barbell),3,4,225.0,2017-12-06,,,2017-12-06T21:13:03,135.0
Squat (Barbell),1,5,365.0,2017-12-06,,,2017-12-06T21:13:03,365.0
Bench Press (Barbell),3,6,285.0,2017-12-07,,,2017-12-07T20:30:37,290.0
Seated Shoulder  Press (Barbell),3,6,225.0,2017-12-07,,,2017-12-07T20:30:37,230.0
Weighted dips,2,10,93.0,2017-12-07,,,2017-12-07T20:30:37,35.0
Chin Up,5,7,70.0,2017-12-09,,,2017-12-09T15:27:51,75.0
Hammer lat pulldown,2,10,195.0,2017-12-09,,,2017-12-09T15:27:51,195.0
Hammer seated row (CLOSE GRIP),3,12,240.0,2017-12-09,,,2017-12-09T15:27:51,190.0
Good Morning (Barbell),2,10,115.0,2017-12-10,,,2017-12-10T12:46:23,115.0
Leg curl,1,10,135.0,2017-12-10,,,2017-12-10T12:46:23,120.0
Leg outward fly,3,15,120.0,2017-12-10,,,2017-12-10T12:46:23,120.0
Leg press (hinge ),1,10,270.0,2017-12-10,,,2017-12-10T12:46:23,720.0
Romanian Deadlift (Barbell),1,8,225.0,2017-12-10,,,2017-12-10T12:46:23,195.0
Squat (Barbell),2,5,365.0,2017-12-10,,,2017-12-10T12:46:23,185.0
Incline Bench Press (Barbell),3,6,230.0,2017-12-11,,,2017-12-11T22:59:23,250.0
Weighted dips,2,10,35.0,2017-12-11,,,2017-12-11T22:59:23,0.0
Chin Up,4,6,75.0,2017-12-13,,,2017-12-13T19:12:53,75.0
Hammer Row Stand 1armed,2,10,270.0,2017-12-13,,,2017-12-13T19:12:53,270.0
Hammer seated row (CLOSE GRIP),3,10,190.0,2017-12-13,,,2017-12-13T19:12:53,255.0
Squat (Barbell),2,5,185.0,2017-12-14,,,2017-12-14T17:37:35,315.0
Incline Bench Press (Barbell),2,8,250.0,2017-12-15,,,2017-12-15T21:36:35,250.0
Incline Press (Dumbbell),3,11,170.0,2017-12-15,,,2017-12-15T21:36:35,160.0
Weighted dips,1,10,0.0,2017-12-15,,,2017-12-15T21:36:35,110.0
Squat (Barbell),2,5,315.0,2017-12-16,,,2017-12-16T10:03:23,335.0
Chin Up,4,6,75.0,2017-12-17,,,2017-12-17T11:07:59,55.0
Hammer lat pulldown,1,10,195.0,2017-12-17,,,2017-12-17T11:07:59,200.0
Hammer seated row (CLOSE GRIP),1,10,255.0,2017-12-17,,,2017-12-17T11:07:59,260.0
Bench Press (Barbell),1,5,290.0,2017-12-19,,,2017-12-19T13:34:07,290.0
Seated Shoulder  Press (Barbell),4,7,230.0,2017-12-19,,,2017-12-19T13:34:07,240.0
Sling Shot Bench,1,7,315.0,2017-12-19,,,2017-12-19T13:34:07,320.0
Leg press (hinge ),2,9,720.0,2017-12-20,,,2017-12-20T22:04:10,540.0
Squat (Barbell),3,5,335.0,2017-12-20,,,2017-12-20T22:04:10,355.0
Chin Up,4,10,55.0,2017-12-21,,,2017-12-21T00:10:03,62.5
Hammer lat pulldown,2,10,200.0,2017-12-21,,,2017-12-21T00:10:03,100.0
Hammer seated row (CLOSE GRIP),4,12,260.0,2017-12-21,,,2017-12-21T00:10:03,270.0
Incline Bench Press (Barbell),3,8,250.0,2017-12-23,,,2017-12-23T15:46:53,250.0
Incline Press (Dumbbell),1,12,160.0,2017-12-23,,,2017-12-23T15:46:53,140.0
Lateral Raise (Dumbbells),2,12,40.0,2017-12-23,,,2017-12-23T15:46:53,30.0
Overhead Press (Dumbbell),1,11,130.0,2017-12-23,,,2017-12-23T15:46:53,100.0
Sling Shot Incline,2,6,270.0,2017-12-23,,,2017-12-23T15:46:53,275.0
Good Morning (Barbell),1,10,115.0,2017-12-24,,,2017-12-24T14:49:04,100.0
Hack Squat,1,10,170.0,2017-12-24,,,2017-12-24T14:49:04,270.0
Squat (Barbell),2,5,355.0,2017-12-24,,,2017-12-24T14:49:04,375.0
Chin Up,3,8,62.5,2017-12-25,,,2017-12-25T15:32:32,45.0
Hammer seated row (CLOSE GRIP),3,10,270.0,2017-12-25,,,2017-12-25T15:32:32,280.0
Bench Press (Barbell),2,5,290.0,2017-12-27,,,2017-12-27T13:37:00,285.0
Seated Shoulder  Press (Barbell),2,6,240.0,2017-12-27,,,2017-12-27T13:37:00,85.0
Shoulder Press (Standing),2,8,105.0,2017-12-27,,,2017-12-27T13:37:00,95.0
Sling Shot Bench,2,6,320.0,2017-12-27,,,2017-12-27T13:37:00,330.0
Deadlift (Barbell),1,2,450.0,2017-12-28,,,2017-12-28T18:23:58,325.0
Hack Squat,1,8,270.0,2017-12-28,,,2017-12-28T18:23:58,275.0
Squat (Barbell),2,4,375.0,2017-12-28,,,2017-12-28T18:23:58,315.0
Chin Up,2,10,45.0,2017-12-29,,,2017-12-29T13:43:12,47.5
Hammer Row - Wide Grip,3,10,240.0,2017-12-29,,,2017-12-29T13:43:12,240.0
Hammer seated row (CLOSE GRIP),2,10,280.0,2017-12-29,,,2017-12-29T13:43:12,270.0
Lat Pulldown,1,8,140.0,2017-12-29,,,2017-12-29T13:43:12,100.0
Rear delt fly,2,12,80.0,2017-12-29,,,2017-12-29T13:43:12,90.0
Incline Bench Press (Barbell),2,8,250.0,2017-12-31,,,2017-12-31T11:39:05,255.0
Seated Shoulder  Press (Barbell),2,10,85.0,2017-12-31,,,2017-12-31T11:39:05,240.0
Shoulder Press (Standing),1,7,95.0,2017-12-31,,,2017-12-31T11:39:05,95.0
Sling Shot Incline,3,5,275.0,2017-12-31,,,2017-12-31T11:39:05,265.0
Tricep pushdown,2,15,60.0,2017-12-31,,,2017-12-31T11:39:05,60.0
Hack Squat,2,8,275.0,2018-01-01,,,2018-01-01T11:23:23,280.0
Romanian Deadlift (Barbell),3,7,195.0,2018-01-01,,,2018-01-01T11:23:23,195.0
Squat (Barbell),3,5,315.0,2018-01-01,,,2018-01-01T11:23:23,385.0
Chin Up,3,10,47.5,2018-01-02,,,2018-01-02T21:03:19,67.5
Hammer Row - Wide Grip,3,11,240.0,2018-01-02,,,2018-01-02T21:03:19,245.0
Hammer seated row (CLOSE GRIP),3,10,270.0,2018-01-02,,,2018-01-02T21:03:19,275.0
Lat Pulldown,2,10,100.0,2018-01-02,,,2018-01-02T21:03:19,100.0
Bench Press (Barbell),2,5,285.0,2018-01-04,,,2018-01-04T19:43:55,295.0
Seated Shoulder  Press (Barbell),2,6,240.0,2018-01-04,,,2018-01-04T19:43:55,175.0
Hack Squat,2,8,280.0,2018-01-05,,,2018-01-05T20:05:01,290.0
Romanian Deadlift (Barbell),1,8,195.0,2018-01-05,,,2018-01-05T20:05:01,195.0
Squat (Barbell),2,4,385.0,2018-01-05,,,2018-01-05T20:05:01,325.0
Chin Up,4,6,67.5,2018-01-06,,,2018-01-06T12:02:36,75.0
Hammer Row - Wide Grip,3,9,245.0,2018-01-06,,,2018-01-06T12:02:36,240.0
Hammer seated row (CLOSE GRIP),3,10,275.0,2018-01-06,,,2018-01-06T12:02:36,280.0
Lat Pulldown,2,10,100.0,2018-01-06,,,2018-01-06T12:02:36,150.0
Rear delt fly,3,15,90.0,2018-01-06,,,2018-01-06T12:02:36,90.0
Shrugs,4,5,315.0,2018-01-06,,,2018-01-06T12:02:36,275.0
Face pull,4,13,110.0,2018-01-08,,,2018-01-08T20:51:23,60.0
Incline Bench Press (Barbell),5,5,255.0,2018-01-08,,,2018-01-08T20:51:23,257.5
Incline Press (Dumbbell),3,12,140.0,2018-01-08,,,2018-01-08T20:51:23,120.0
Weighted dips,4,6,110.0,2018-01-08,,,2018-01-08T20:51:23,62.0
Hack Squat,4,6,290.0,2018-01-09,,,2018-01-09T19:44:07,300.0
Rack Pull - 1 Pin,3,5,365.0,2018-01-09,,,2018-01-09T19:44:07,325.0
Squat (Barbell),5,5,325.0,2018-01-09,,,2018-01-09T19:44:07,390.0
Chin Up,5,5,75.0,2018-01-10,,,2018-01-10T19:40:42,50.0
Face pull,3,12,60.0,2018-01-10,,,2018-01-10T19:40:42,40.0
Hammer Curl (Dumbbell ),2,14,50.0,2018-01-10,,,2018-01-10T19:40:42,50.0
Hammer High Row - 1 Arm,2,10,70.0,2018-01-10,,,2018-01-10T19:40:42,150.0
Hammer Row - Wide Grip,2,10,240.0,2018-01-10,,,2018-01-10T19:40:42,250.0
Hammer lat pulldown,2,12,100.0,2018-01-10,,,2018-01-10T19:40:42,180.0
Hammer seated row (CLOSE GRIP),2,9,280.0,2018-01-10,,,2018-01-10T19:40:42,250.0
Bench Press (Barbell),2,5,295.0,2018-01-12,,,2018-01-12T18:34:57,300.0
Incline Press (Dumbbell),2,11,120.0,2018-01-12,,,2018-01-12T18:34:57,140.0
Seated Shoulder  Press (Barbell),2,8,175.0,2018-01-12,,,2018-01-12T18:34:57,235.0
Sling Shot Bench,1,5,330.0,2018-01-12,,,2018-01-12T18:34:57,325.0
Deadlift (Barbell),1,3,325.0,2018-01-13,,,2018-01-13T11:03:55,430.0
Hack Squat,1,8,300.0,2018-01-13,,,2018-01-13T11:03:55,300.0
Romanian Deadlift (Barbell),4,7,195.0,2018-01-13,,,2018-01-13T11:03:55,205.0
Squat (Barbell),2,4,390.0,2018-01-13,,,2018-01-13T11:03:55,330.0
Bent Over Row (Dumbbell),1,10,160.0,2018-01-14,,,2018-01-14T14:21:26,160.0
Bicep Curl (Barbell),2,10,50.0,2018-01-14,,,2018-01-14T14:21:26,40.0
Chin Up,4,9,50.0,2018-01-14,,,2018-01-14T14:21:26,70.0
Hammer Row - Wide Grip,2,11,250.0,2018-01-14,,,2018-01-14T14:21:26,250.0
Hammer seated row (CLOSE GRIP),2,10,250.0,2018-01-14,,,2018-01-14T14:21:26,250.0
Neutral Chin,2,8,25.0,2018-01-14,,,2018-01-14T14:21:26,27.0
Rack Pull 2 Pin,1,5,385.0,2018-01-14,,,2018-01-14T14:21:26,445.0
Face pull,3,13,40.0,2018-01-16,,,2018-01-16T18:57:35,40.0
Incline Bench Press (Barbell),5,5,257.5,2018-01-16,,,2018-01-16T18:57:35,260.0
Incline Press (Dumbbell),3,12,140.0,2018-01-16,,,2018-01-16T18:57:35,130.0
Lateral Raise (Dumbbells),4,14,30.0,2018-01-16,,,2018-01-16T18:57:35,30.0
Weighted dips,2,10,62.0,2018-01-16,,,2018-01-16T18:57:35,70.0
Hack Squat,2,8,300.0,2018-01-18,,,2018-01-18T20:35:10,290.0
Romanian Deadlift (Barbell),3,6,205.0,2018-01-18,,,2018-01-18T20:35:10,155.0
Squat (Barbell),3,5,330.0,2018-01-18,,,2018-01-18T20:35:10,185.0
Chin Up,5,6,70.0,2018-01-19,,,2018-01-19T18:15:31,50.0
Face pull,2,13,40.0,2018-01-19,,,2018-01-19T18:15:31,80.0
Hammer High Row - 1 Arm,2,12,150.0,2018-01-19,,,2018-01-19T18:15:31,110.0
Hammer Row - Wide Grip,2,10,250.0,2018-01-19,,,2018-01-19T18:15:31,180.0
Hammer seated row (CLOSE GRIP),3,12,250.0,2018-01-19,,,2018-01-19T18:15:31,250.0
Bench Press (Barbell),2,6,300.0,2018-01-20,,,2018-01-20T14:33:57,300.0
Incline Press (Dumbbell),1,12,130.0,2018-01-20,,,2018-01-20T14:33:57,140.0
Lateral Raise (Dumbbells),3,13,30.0,2018-01-20,,,2018-01-20T14:33:57,20.0
Seated Shoulder  Press (Barbell),3,5,235.0,2018-01-20,,,2018-01-20T14:33:57,240.0
Leg curl,1,12,120.0,2018-01-21,,,2018-01-21T20:53:34,125.0
Leg press (hinge ),2,10,540.0,2018-01-21,,,2018-01-21T20:53:34,600.0
Rack Pull 2 Pin,2,5,445.0,2018-01-21,,,2018-01-21T20:53:34,345.0
Squat (Barbell),2,3,185.0,2018-01-21,,,2018-01-21T20:53:34,335.0
Chin Up,4,8,50.0,2018-01-22,,,2018-01-22T20:49:44,50.0
Seated Cable Row (close Grip),6,10,120.0,2018-01-22,,,2018-01-22T20:49:44,140.0
Incline Bench Press (Barbell),5,5,260.0,2018-01-24,,,2018-01-24T08:26:21,262.5
Incline Press (Dumbbell),2,12,140.0,2018-01-24,,,2018-01-24T08:26:21,180.0
Lateral Raise (Dumbbells),2,12,20.0,2018-01-24,,,2018-01-24T08:26:21,30.0
Overhead Press (Dumbbell),1,10,100.0,2018-01-24,,,2018-01-24T08:26:21,100.0
Hack Squat,3,9,290.0,2018-01-25,,,2018-01-25T19:48:11,200.0
Leg outward fly,3,13,120.0,2018-01-25,,,2018-01-25T19:48:11,120.0
Romanian Deadlift (Barbell),3,8,155.0,2018-01-25,,,2018-01-25T19:48:11,95.0
Squat (Barbell),3,5,335.0,2018-01-25,,,2018-01-25T19:48:11,365.0
kettlebell Swings,2,15,53.0,2018-01-25,,,2018-01-25T19:48:11,52.0
Chin Up,3,7,50.0,2018-01-26,,,2018-01-26T19:31:59,35.0
Hammer Row - Wide Grip,1,10,180.0,2018-01-26,,,2018-01-26T19:31:59,200.0
Hammer seated row (CLOSE GRIP),2,10,250.0,2018-01-26,,,2018-01-26T19:31:59,250.0
Neutral Chin,1,6,27.0,2018-01-26,,,2018-01-26T19:31:59,0.0
Shrugs,1,5,275.0,2018-01-26,,,2018-01-26T19:31:59,225.0
T-bar Row,2,8,115.0,2018-01-26,,,2018-01-26T19:31:59,90.0
Bench Press (Barbell),2,5,300.0,2018-01-28,,,2018-01-28T14:38:08,275.0
Lateral Raise (Dumbbells),3,13,30.0,2018-01-28,,,2018-01-28T14:38:08,30.0
Seated Shoulder  Press (Barbell),2,5,240.0,2018-01-28,,,2018-01-28T14:38:08,235.0
Tricep pushdown,2,12,60.0,2018-01-28,,,2018-01-28T14:38:08,80.0
close grip Bench,3,5,225.0,2018-01-28,,,2018-01-28T14:38:08,225.0
Deadlift (Barbell),1,3,430.0,2018-01-29,,,2018-01-29T19:04:45,345.0
Leg press (hinge ),2,12,600.0,2018-01-29,,,2018-01-29T19:04:45,540.0
Romanian Deadlift (Barbell),2,8,95.0,2018-01-29,,,2018-01-29T19:04:45,135.0
Squat (Barbell),2,4,365.0,2018-01-29,,,2018-01-29T19:04:45,345.0
Chin Up,4,10,35.0,2018-01-30,,,2018-01-30T16:50:10,52.5
Face pull,2,12,80.0,2018-01-30,,,2018-01-30T16:50:10,70.0
Hammer Curl (Dumbbell ),2,14,50.0,2018-01-30,,,2018-01-30T16:50:10,50.0
Hammer Row - Wide Grip,3,11,200.0,2018-01-30,,,2018-01-30T16:50:10,250.0
Hammer seated row (CLOSE GRIP),2,11,250.0,2018-01-30,,,2018-01-30T16:50:10,250.0
Neutral Chin,1,8,0.0,2018-01-30,,,2018-01-30T16:50:10,0.0
T-bar Row,2,8,90.0,2018-01-30,,,2018-01-30T16:50:10,125.0
Incline Bench Press (Barbell),5,5,262.5,2018-02-01,,,2018-02-01T08:27:39,265.0
Incline Press (Dumbbell),1,10,180.0,2018-02-01,,,2018-02-01T08:27:39,180.0
Low Incline Dumbbell Bench,1,10,180.0,2018-02-01,,,2018-02-01T08:27:39,180.0
Leg press (hinge ),3,10,540.0,2018-02-02,,,2018-02-02T19:42:56,590.0
Romanian Deadlift (Barbell),2,8,135.0,2018-02-02,,,2018-02-02T19:42:56,145.0
Squat (Barbell),5,5,345.0,2018-02-02,,,2018-02-02T19:42:56,365.0
kettlebell Swings,2,12,52.0,2018-02-02,,,2018-02-02T19:42:56,63.0
Bent Over Row (Dumbbell),3,8,160.0,2018-02-03,,,2018-02-03T13:56:43,170.0
Chin Up,3,8,52.5,2018-02-03,,,2018-02-03T13:56:43,37.5
Face pull,2,12,70.0,2018-02-03,,,2018-02-03T13:56:43,50.0
Hammer High Row - 1 Arm,2,10,110.0,2018-02-03,,,2018-02-03T13:56:43,70.0
Hammer Row - Wide Grip,1,10,250.0,2018-02-03,,,2018-02-03T13:56:43,270.0
Hammer seated row (CLOSE GRIP),1,10,250.0,2018-02-03,,,2018-02-03T13:56:43,230.0
Bench Press (Barbell),3,5,275.0,2018-02-05,,,2018-02-05T18:02:30,295.0
Lateral Raise (Dumbbells),1,15,30.0,2018-02-05,,,2018-02-05T18:02:30,30.0
Seated Shoulder  Press (Barbell),1,8,235.0,2018-02-05,,,2018-02-05T18:02:30,230.0
Tricep pushdown,2,12,80.0,2018-02-05,,,2018-02-05T18:02:30,60.0
close grip Bench,1,8,225.0,2018-02-05,,,2018-02-05T18:02:30,240.0
Deadlift (Barbell),2,4,345.0,2018-02-06,,,2018-02-06T21:16:23,225.0
Romanian Deadlift (Barbell),1,8,145.0,2018-02-06,,,2018-02-06T21:16:23,145.0
Squat (Barbell),2,3,365.0,2018-02-06,,,2018-02-06T21:16:23,350.0
Bent Over Row (Dumbbell),1,10,170.0,2018-02-07,,,2018-02-07T19:45:25,180.0
Chin Up,3,10,37.5,2018-02-07,,,2018-02-07T19:45:25,55.0
Face pull,3,15,50.0,2018-02-07,,,2018-02-07T19:45:25,60.0
Hammer Row - Wide Grip,1,9,270.0,2018-02-07,,,2018-02-07T19:45:25,150.0
Hammer seated row (CLOSE GRIP),2,10,230.0,2018-02-07,,,2018-02-07T19:45:25,150.0
Seated Cable Row (close Grip),2,11,140.0,2018-02-07,,,2018-02-07T19:45:25,140.0
Face pull,2,12,60.0,2018-02-09,,,2018-02-09T10:26:42,60.0
Incline Bench Press (Barbell),3,5,265.0,2018-02-09,,,2018-02-09T10:26:42,270.0
Incline Press (Dumbbell),2,12,180.0,2018-02-09,,,2018-02-09T10:26:42,190.0
