exercise,sets,reps,weight,date,rpe,rir,logged_at
Leg outward fly,2,12,130.0,2017-11-22,,,2017-11-22T14:59:09
Leg press (hinge ),3,9,720.0,2017-11-22,,,2017-11-22T14:59:09
Romanian Deadlift (Barbell),2,8,135.0,2017-11-22,,,2017-11-22T14:59:09
Squat (Barbell),3,5,365.0,2017-11-22,,,2017-11-22T14:59:09
Chin Up,6,8,65.0,2017-11-23,,,2017-11-23T13:16:47
Face pull,4,14,30.0,2017-11-23,,,2017-11-23T13:16:47
Hammer Curl,4,12,50.0,2017-11-23,,,2017-11-23T13:16:47
Hammer seated row (CLOSE GRIP),6,12,210.0,2017-11-23,,,2017-11-23T13:16:47
Incline Bench Press (Barbell),3,7,255.0,2017-11-24,,,2017-11-24T13:09:49
Incline Press (Dumbbell),3,10,200.0,2017-11-24,,,2017-11-24T13:09:49
Leg curl,2,10,120.0,2017-11-26,,,2017-11-26T17:35:57
Leg press (hinge ),3,10,630.0,2017-11-26,,,2017-11-26T17:35:57
Romanian Deadlift (Barbell),2,9,185.0,2017-11-26,,,2017-11-26T17:35:57
Squat (Barbell),2,4,365.0,2017-11-26,,,2017-11-26T17:35:57
Chin Up,3,8,65.0,2017-11-27,,,2017-11-27T21:50:25
Hammer seated row (CLOSE GRIP),3,11,180.0,2017-11-27,,,2017-11-27T21:50:25
Romanian Deadlift (Barbell),3,8,225.0,2017-11-30,,,2017-11-30T16:57:05
Squat (Barbell),2,5,365.0,2017-11-30,,,2017-11-30T16:57:05
Chin Up,5,13,0.0,2017-12-02,,,2017-12-02T00:14:13
Hammer lat pulldown,2,10,180.0,2017-12-02,,,2017-12-02T00:14:13
Hammer seated row (CLOSE GRIP),4,12,230.0,2017-12-02,,,2017-12-02T00:14:13
Incline Bench Press (Barbell),3,8,245.0,2017-12-03,,,2017-12-03T13:23:06
Overhead Press (Dumbbell),2,10,130.0,2017-12-03,,,2017-12-03T13:23:06
Weighted dips,2,9,108.0,2017-12-03,,,2017-12-03T13:23:06
Bicep Curl (Barbell),2,14,50.0,2017-12-05,,,2017-12-05T22:56:50
Chin Up,2,8,70.0,2017-12-05,,,2017-12-05T22:56:50
Hammer seated row (CLOSE GRIP),4,10,230.0,2017-12-05,,,2017-12-05T22:56:50
Front Squat (Barbell),3,4,225.0,2017-12-06,,,2017-12-06T21:13:03
Squat (Barbell),1,5,365.0,2017-12-06,,,2017-12-06T21:13:03
Bench Press (Barbell),3,6,285.0,2017-12-07,,,2017-12-07T20:30:37
Seated Shoulder  Press (Barbell),3,6,225.0,2017-12-07,,,2017-12-07T20:30:37
Weighted dips,2,10,93.0,2017-12-07,,,2017-12-07T20:30:37
Chin Up,5,7,70.0,2017-12-09,,,2017-12-09T15:27:51
Hammer Curl,2,12,60.0,2017-12-09,,,2017-12-09T15:27:51
Hammer lat pulldown,2,10,195.0,2017-12-09,,,2017-12-09T15:27:51
Hammer seated row (CLOSE GRIP),3,12,240.0,2017-12-09,,,2017-12-09T15:27:51
Glute extension.,2,12,130.0,2017-12-10,,,2017-12-10T12:46:23
Good Morning (Barbell),2,10,115.0,2017-12-10,,,2017-12-10T12:46:23
Leg curl,1,10,135.0,2017-12-10,,,2017-12-10T12:46:23
Leg outward fly,3,15,120.0,2017-12-10,,,2017-12-10T12:46:23
Leg press (hinge ),1,10,270.0,2017-12-10,,,2017-12-10T12:46:23
Romanian Deadlift (Barbell),1,8,225.0,2017-12-10,,,2017-12-10T12:46:23
Squat (Barbell),2,5,365.0,2017-12-10,,,2017-12-10T12:46:23
Incline Bench Press (Barbell),3,6,230.0,2017-12-11,,,2017-12-11T22:59:23
Weighted dips,2,10,35.0,2017-12-11,,,2017-12-11T22:59:23
Chin Up,4,6,75.0,2017-12-13,,,2017-12-13T19:12:53
Hammer Row Stand 1armed,2,10,270.0,2017-12-13,,,2017-12-13T19:12:53
Hammer seated row (CLOSE GRIP),3,10,190.0,2017-12-13,,,2017-12-13T19:12:53
Squat (Barbell),2,5,185.0,2017-12-14,,,2017-12-14T17:37:35
Incline Bench Press (Barbell),2,8,250.0,2017-12-15,,,2017-12-15T21:36:35
Incline Press (Dumbbell),3,11,170.0,2017-12-15,,,2017-12-15T21:36:35
Weighted dips,1,10,0.0,2017-12-15,,,2017-12-15T21:36:35
Squat (Barbell),2,5,315.0,2017-12-16,,,2017-12-16T10:03:23
Chin Up,4,6,75.0,2017-12-17,,,2017-12-17T11:07:59
Hammer Row Stand 1armed,1,10,270.0,2017-12-17,,,2017-12-17T11:07:59
Hammer lat pulldown,1,10,195.0,2017-12-17,,,2017-12-17T11:07:59
Hammer seated row (CLOSE GRIP),1,10,255.0,2017-12-17,,,2017-12-17T11:07:59
Bench Press (Barbell),1,5,290.0,2017-12-19,,,2017-12-19T13:34:07
Seated Shoulder  Press (Barbell),4,7,230.0,2017-12-19,,,2017-12-19T13:34:07
Sling Shot Bench,1,7,315.0,2017-12-19,,,2017-12-19T13:34:07
Leg press (hinge ),2,9,720.0,2017-12-20,,,2017-12-20T22:04:10
Squat (Barbell),3,5,335.0,2017-12-20,,,2017-12-20T22:04:10
Chin Up,4,10,55.0,2017-12-21,,,2017-12-21T00:10:03
Hammer lat pulldown,2,10,200.0,2017-12-21,,,2017-12-21T00:10:03
Hammer seated row (CLOSE GRIP),4,12,260.0,2017-12-21,,,2017-12-21T00:10:03
Incline Bench Press (Barbell),3,8,250.0,2017-12-23,,,2017-12-23T15:46:53
Incline Press (Dumbbell),1,12,160.0,2017-12-23,,,2017-12-23T15:46:53
Lateral Raise (Dumbbells),2,12,40.0,2017-12-23,,,2017-12-23T15:46:53
Overhead Press (Dumbbell),1,11,130.0,2017-12-23,,,2017-12-23T15:46:53
Sling Shot Incline,2,6,270.0,2017-12-23,,,2017-12-23T15:46:53
Good Morning (Barbell),1,10,115.0,2017-12-24,,,2017-12-24T14:49:04
Hack Squat,1,10,170.0,2017-12-24,,,2017-12-24T14:49:04
Squat (Barbell),2,5,355.0,2017-12-24,,,2017-12-24T14:49:04
Chin Up,3,8,62.5,2017-12-25,,,2017-12-25T15:32:32
Hammer seated row (CLOSE GRIP),3,10,270.0,2017-12-25,,,2017-12-25T15:32:32
Bench Press (Barbell),2,5,290.0,2017-12-27,,,2017-12-27T13:37:00
Seated Shoulder  Press (Barbell),2,6,240.0,2017-12-27,,,2017-12-27T13:37:00
Shoulder Press (Standing),2,8,105.0,2017-12-27,,,2017-12-27T13:37:00
Sling Shot Bench,2,6,320.0,2017-12-27,,,2017-12-27T13:37:00
Deadlift (Barbell),1,2,450.0,2017-12-28,,,2017-12-28T18:23:58
Hack Squat,1,8,270.0,2017-12-28,,,2017-12-28T18:23:58
Squat (Barbell),2,4,375.0,2017-12-28,,,2017-12-28T18:23:58
Chin Up,2,10,45.0,2017-12-29,,,2017-12-29T13:43:12
Hammer Row - Wide Grip,3,10,240.0,2017-12-29,,,2017-12-29T13:43:12
Hammer seated row (CLOSE GRIP),2,10,280.0,2017-12-29,,,2017-12-29T13:43:12
Lat Pulldown,1,8,140.0,2017-12-29,,,2017-12-29T13:43:12
Rear delt fly,2,12,80.0,2017-12-29,,,2017-12-29T13:43:12
Incline Bench Press (Barbell),2,8,250.0,2017-12-31,,,2017-12-31T11:39:05
Seated Shoulder  Press (Barbell),2,10,85.0,2017-12-31,,,2017-12-31T11:39:05
Shoulder Press (Standing),1,7,95.0,2017-12-31,,,2017-12-31T11:39:05
Sling Shot Incline,3,5,275.0,2017-12-31,,,2017-12-31T11:39:05
Tricep pushdown,2,15,60.0,2017-12-31,,,2017-12-31T11:39:05
Hack Squat,2,8,275.0,2018-01-01,,,2018-01-01T11:23:23
Romanian Deadlift (Barbell),3,7,195.0,2018-01-01,,,2018-01-01T11:23:23
Squat (Barbell),3,5,315.0,2018-01-01,,,2018-01-01T11:23:23
Chin Up,3,10,47.5,2018-01-02,,,2018-01-02T21:03:19
Hammer Row - Wide Grip,3,11,240.0,2018-01-02,,,2018-01-02T21:03:19
Hammer seated row (CLOSE GRIP),3,10,270.0,2018-01-02,,,2018-01-02T21:03:19
Lat Pulldown,2,10,100.0,2018-01-02,,,2018-01-02T21:03:19
Bench Press (Barbell),2,5,285.0,2018-01-04,,,2018-01-04T19:43:55
Seated Shoulder  Press (Barbell),2,6,240.0,2018-01-04,,,2018-01-04T19:43:55
Hack Squat,2,8,280.0,2018-01-05,,,2018-01-05T20:05:01
Romanian Deadlift (Barbell),1,8,195.0,2018-01-05,,,2018-01-05T20:05:01
Squat (Barbell),2,4,385.0,2018-01-05,,,2018-01-05T20:05:01
Chin Up,4,6,67.5,2018-01-06,,,2018-01-06T12:02:36
Hammer Row - Wide Grip,3,9,245.0,2018-01-06,,,2018-01-06T12:02:36
Hammer seated row (CLOSE GRIP),3,10,275.0,2018-01-06,,,2018-01-06T12:02:36
Lat Pulldown,2,10,100.0,2018-01-06,,,2018-01-06T12:02:36
Rear delt fly,3,15,90.0,2018-01-06,,,2018-01-06T12:02:36
Shrugs,4,5,315.0,2018-01-06,,,2018-01-06T12:02:36
Face pull,4,13,110.0,2018-01-08,,,2018-01-08T20:51:23
Incline Bench Press (Barbell),5,5,255.0,2018-01-08,,,2018-01-08T20:51:23
Incline Press (Dumbbell),3,12,140.0,2018-01-08,,,2018-01-08T20:51:23
Weighted dips,4,6,110.0,2018-01-08,,,2018-01-08T20:51:23
Hack Squat,4,6,290.0,2018-01-09,,,2018-01-09T19:44:07
Rack Pull - 1 Pin,3,5,365.0,2018-01-09,,,2018-01-09T19:44:07
Squat (Barbell),5,5,325.0,2018-01-09,,,2018-01-09T19:44:07
Chin Up,5,5,75.0,2018-01-10,,,2018-01-10T19:40:42
Face pull,3,12,60.0,2018-01-10,,,2018-01-10T19:40:42
Hammer Curl (Dumbbell ),2,14,50.0,2018-01-10,,,2018-01-10T19:40:42
Hammer High Row - 1 Arm,2,10,70.0,2018-01-10,,,2018-01-10T19:40:42
Hammer Row - Wide Grip,2,10,240.0,2018-01-10,,,2018-01-10T19:40:42
Hammer lat pulldown,2,12,100.0,2018-01-10,,,2018-01-10T19:40:42
Hammer seated row (CLOSE GRIP),2,9,280.0,2018-01-10,,,2018-01-10T19:40:42
Bench Press (Barbell),2,5,295.0,2018-01-12,,,2018-01-12T18:34:57
Incline Press (Dumbbell),2,11,120.0,2018-01-12,,,2018-01-12T18:34:57
Seated Shoulder  Press (Barbell),2,8,175.0,2018-01-12,,,2018-01-12T18:34:57
Sling Shot Bench,1,5,330.0,2018-01-12,,,2018-01-12T18:34:57
Deadlift (Barbell),1,3,325.0,2018-01-13,,,2018-01-13T11:03:55
Hack Squat,1,8,300.0,2018-01-13,,,2018-01-13T11:03:55
Romanian Deadlift (Barbell),4,7,195.0,2018-01-13,,,2018-01-13T11:03:55
Squat (Barbell),2,4,390.0,2018-01-13,,,2018-01-13T11:03:55
Bent Over Row (Dumbbell),1,10,160.0,2018-01-14,,,2018-01-14T14:21:26
Bicep Curl (Barbell),2,10,50.0,2018-01-14,,,2018-01-14T14:21:26
Chin Up,4,9,50.0,2018-01-14,,,2018-01-14T14:21:26
Hammer Row - Wide Grip,2,11,250.0,2018-01-14,,,2018-01-14T14:21:26
Hammer seated row (CLOSE GRIP),2,10,250.0,2018-01-14,,,2018-01-14T14:21:26
Neutral Chin,2,8,25.0,2018-01-14,,,2018-01-14T14:21:26
Rack Pull 2 Pin,1,5,385.0,2018-01-14,,,2018-01-14T14:21:26
Face pull,3,13,40.0,2018-01-16,,,2018-01-16T18:57:35
Incline Bench Press (Barbell),5,5,257.5,2018-01-16,,,2018-01-16T18:57:35
Incline Press (Dumbbell),3,12,140.0,2018-01-16,,,2018-01-16T18:57:35
Lateral Raise (Dumbbells),4,14,30.0,2018-01-16,,,2018-01-16T18:57:35
Weighted dips,2,10,62.0,2018-01-16,,,2018-01-16T18:57:35
Hack Squat,2,8,300.0,2018-01-18,,,2018-01-18T20:35:10
Romanian Deadlift (Barbell),3,6,205.0,2018-01-18,,,2018-01-18T20:35:10
Squat (Barbell),3,5,330.0,2018-01-18,,,2018-01-18T20:35:10
Chin Up,5,6,70.0,2018-01-19,,,2018-01-19T18:15:31
Face pull,2,13,40.0,2018-01-19,,,2018-01-19T18:15:31
Hammer High Row - 1 Arm,2,12,150.0,2018-01-19,,,2018-01-19T18:15:31
Hammer Row - Wide Grip,2,10,250.0,2018-01-19,,,2018-01-19T18:15:31
Hammer seated row (CLOSE GRIP),3,12,250.0,2018-01-19,,,2018-01-19T18:15:31
Bench Press (Barbell),2,6,300.0,2018-01-20,,,2018-01-20T14:33:57
Incline Press (Dumbbell),1,12,130.0,2018-01-20,,,2018-01-20T14:33:57
Lateral Raise (Dumbbells),3,13,30.0,2018-01-20,,,2018-01-20T14:33:57
Seated Shoulder  Press (Barbell),3,5,235.0,2018-01-20,,,2018-01-20T14:33:57
Sling Shot Bench,3,4,325.0,2018-01-20,,,2018-01-20T14:33:57
Leg curl,1,12,120.0,2018-01-21,,,2018-01-21T20:53:34
Leg press (hinge ),2,10,540.0,2018-01-21,,,2018-01-21T20:53:34
Rack Pull 2 Pin,2,5,445.0,2018-01-21,,,2018-01-21T20:53:34
Squat (Barbell),2,3,185.0,2018-01-21,,,2018-01-21T20:53:34
Chin Up,4,8,50.0,2018-01-22,,,2018-01-22T20:49:44
Seated Cable Row (close Grip),6,10,120.0,2018-01-22,,,2018-01-22T20:49:44
Incline Bench Press (Barbell),5,5,260.0,2018-01-24,,,2018-01-24T08:26:21
Incline Press (Dumbbell),2,12,140.0,2018-01-24,,,2018-01-24T08:26:21
Lateral Raise (Dumbbells),2,12,20.0,2018-01-24,,,2018-01-24T08:26:21
Overhead Press (Dumbbell),1,10,100.0,2018-01-24,,,2018-01-24T08:26:21
Sling Shot Incline,1,7,265.0,2018-01-24,,,2018-01-24T08:26:21
Hack Squat,3,9,290.0,2018-01-25,,,2018-01-25T19:48:11
Leg outward fly,3,13,120.0,2018-01-25,,,2018-01-25T19:48:11
Romanian Deadlift (Barbell),3,8,155.0,2018-01-25,,,2018-01-25T19:48:11
Squat (Barbell),3,5,335.0,2018-01-25,,,2018-01-25T19:48:11
kettlebell Swings,2,15,53.0,2018-01-25,,,2018-01-25T19:48:11
Chin Up,3,7,50.0,2018-01-26,,,2018-01-26T19:31:59
Hammer Row - Wide Grip,1,10,180.0,2018-01-26,,,2018-01-26T19:31:59
Hammer seated row (CLOSE GRIP),2,10,250.0,2018-01-26,,,2018-01-26T19:31:59
Neutral Chin,1,6,27.0,2018-01-26,,,2018-01-26T19:31:59
Rack Pull - 1 Pin,2,5,325.0,2018-01-26,,,2018-01-26T19:31:59
Shrugs,1,5,275.0,2018-01-26,,,2018-01-26T19:31:59
T-bar Row,2,8,115.0,2018-01-26,,,2018-01-26T19:31:59
Bench Press (Barbell),2,5,300.0,2018-01-28,,,2018-01-28T14:38:08
Lateral Raise (Dumbbells),3,13,30.0,2018-01-28,,,2018-01-28T14:38:08
Seated Shoulder  Press (Barbell),2,5,240.0,2018-01-28,,,2018-01-28T14:38:08
Tricep pushdown,2,12,60.0,2018-01-28,,,2018-01-28T14:38:08
close grip Bench,3,5,225.0,2018-01-28,,,2018-01-28T14:38:08
Deadlift (Barbell),1,3,430.0,2018-01-29,,,2018-01-29T19:04:45
Front Squat (Barbell),1,6,135.0,2018-01-29,,,2018-01-29T19:04:45
Leg press (hinge ),2,12,600.0,2018-01-29,,,2018-01-29T19:04:45
Romanian Deadlift (Barbell),2,8,95.0,2018-01-29,,,2018-01-29T19:04:45
Squat (Barbell),2,4,365.0,2018-01-29,,,2018-01-29T19:04:45
Chin Up,4,10,35.0,2018-01-30,,,2018-01-30T16:50:10
Face pull,2,12,80.0,2018-01-30,,,2018-01-30T16:50:10
Hammer Curl (Dumbbell ),2,14,50.0,2018-01-30,,,2018-01-30T16:50:10
Hammer Row - Wide Grip,3,11,200.0,2018-01-30,,,2018-01-30T16:50:10
Hammer seated row (CLOSE GRIP),2,11,250.0,2018-01-30,,,2018-01-30T16:50:10
Neutral Chin,1,8,0.0,2018-01-30,,,2018-01-30T16:50:10
T-bar Row,2,8,90.0,2018-01-30,,,2018-01-30T16:50:10
Incline Bench Press (Barbell),5,5,262.5,2018-02-01,,,2018-02-01T08:27:39
Incline Press (Dumbbell),1,10,180.0,2018-02-01,,,2018-02-01T08:27:39
Low Incline Dumbbell Bench,1,10,180.0,2018-02-01,,,2018-02-01T08:27:39
Leg press (hinge ),3,10,540.0,2018-02-02,,,2018-02-02T19:42:56
Romanian Deadlift (Barbell),2,8,135.0,2018-02-02,,,2018-02-02T19:42:56
Squat (Barbell),5,5,345.0,2018-02-02,,,2018-02-02T19:42:56
kettlebell Swings,2,12,52.0,2018-02-02,,,2018-02-02T19:42:56
Bent Over Row (Dumbbell),3,8,160.0,2018-02-03,,,2018-02-03T13:56:43
Chin Up,3,8,52.5,2018-02-03,,,2018-02-03T13:56:43
Face pull,2,12,70.0,2018-02-03,,,2018-02-03T13:56:43
Hammer High Row - 1 Arm,2,10,110.0,2018-02-03,,,2018-02-03T13:56:43
Hammer Row - Wide Grip,1,10,250.0,2018-02-03,,,2018-02-03T13:56:43
Hammer seated row (CLOSE GRIP),1,10,250.0,2018-02-03,,,2018-02-03T13:56:43
Bench Press (Barbell),3,5,275.0,2018-02-05,,,2018-02-05T18:02:30
Lateral Raise (Dumbbells),1,15,30.0,2018-02-05,,,2018-02-05T18:02:30
Seated Shoulder  Press (Barbell),1,8,235.0,2018-02-05,,,2018-02-05T18:02:30
Shoulder Press (Standing),2,5,95.0,2018-02-05,,,2018-02-05T18:02:30
Tricep pushdown,2,12,80.0,2018-02-05,,,2018-02-05T18:02:30
close grip Bench,1,8,225.0,2018-02-05,,,2018-02-05T18:02:30
Deadlift (Barbell),2,4,345.0,2018-02-06,,,2018-02-06T21:16:23
Leg press,2,12,550.0,2018-02-06,,,2018-02-06T21:16:23
Romanian Deadlift (Barbell),1,8,145.0,2018-02-06,,,2018-02-06T21:16:23
Squat (Barbell),2,3,365.0,2018-02-06,,,2018-02-06T21:16:23
sumo deadlift,1,3,325.0,2018-02-06,,,2018-02-06T21:16:23
Bent Over Row (Dumbbell),1,10,170.0,2018-02-07,,,2018-02-07T19:45:25
Chin Up,3,10,37.5,2018-02-07,,,2018-02-07T19:45:25
Face pull,3,15,50.0,2018-02-07,,,2018-02-07T19:45:25
Hammer Row - Wide Grip,1,9,270.0,2018-02-07,,,2018-02-07T19:45:25
Hammer seated row (CLOSE GRIP),2,10,230.0,2018-02-07,,,2018-02-07T19:45:25
Seated Cable Row (close Grip),2,11,140.0,2018-02-07,,,2018-02-07T19:45:25
Shrugs,2,10,225.0,2018-02-07,,,2018-02-07T19:45:25
Face pull,2,12,60.0,2018-02-09,,,2018-02-09T10:26:42
Incline Bench Press (Barbell),3,5,265.0,2018-02-09,,,2018-02-09T10:26:42
Incline Press (Dumbbell),2,12,180.0,2018-02-09,,,2018-02-09T10:26:42
Lateral Raise (Dumbbells),3,15,30.0,2018-02-09,,,2018-02-09T10:26:42
Low Incline Dumbbell Bench,1,12,180.0,2018-02-09,,,2018-02-09T10:26:42
lying Skullcrusher,2,10,80.0,2018-02-09,,,2018-02-09T10:26:42
Deadlift - Trap Bar,2,6,225.0,2018-02-10,,,2018-02-10T16:41:38
Leg press (hinge ),2,8,590.0,2018-02-10,,,2018-02-10T16:41:38
Squat (Barbell),3,5,350.0,2018-02-10,,,2018-02-10T16:41:38
high bar squat,2,7,155.0,2018-02-10,,,2018-02-10T16:41:38
Bent Over Row (Dumbbell),3,10,180.0,2018-02-11,,,2018-02-11T13:23:29
Chin Up,2,8,55.0,2018-02-11,,,2018-02-11T13:23:29
Face pull,3,12,60.0,2018-02-11,,,2018-02-11T13:23:29
Hammer Row - Wide Grip,1,13,150.0,2018-02-11,,,2018-02-11T13:23:29
Hammer seated row (CLOSE GRIP),1,10,150.0,2018-02-11,,,2018-02-11T13:23:29
Lat Pulldown,2,10,150.0,2018-02-11,,,2018-02-11T13:23:29
Neutral Chin,1,8,0.0,2018-02-11,,,2018-02-11T13:23:29
Pull Up,2,9,12.5,2018-02-11,,,2018-02-11T13:23:29
curl ez bar,2,15,70.0,2018-02-11,,,2018-02-11T13:23:29
Bench Press (Barbell),1,5,295.0,2018-02-13,,,2018-02-13T08:34:58
Seated Shoulder  Press (Barbell),3,8,230.0,2018-02-13,,,2018-02-13T08:34:58
Seated Shoulder Press (Dumbbell),2,10,55.0,2018-02-13,,,2018-02-13T08:34:58
close grip Bench,2,7,240.0,2018-02-13,,,2018-02-13T08:34:58
Leg press (hinge ),3,10,610.0,2018-02-14,,,2018-02-14T16:09:57
Romanian Deadlift (Barbell),3,8,145.0,2018-02-14,,,2018-02-14T16:09:57
Squat (Barbell),2,3,405.0,2018-02-14,,,2018-02-14T16:09:57
high bar squat,1,12,195.0,2018-02-14,,,2018-02-14T16:09:57
Bent Over Row (Dumbbell),2,8,210.0,2018-02-16,,,2018-02-16T18:45:34
Chin Up,2,12,20.0,2018-02-16,,,2018-02-16T18:45:34
Deadlift (Barbell),2,2,225.0,2018-02-16,,,2018-02-16T18:45:34
Face pull,2,18,60.0,2018-02-16,,,2018-02-16T18:45:34
Hammer Row - Wide Grip,2,12,230.0,2018-02-16,,,2018-02-16T18:45:34
Hammer lat pulldown,3,12,180.0,2018-02-16,,,2018-02-16T18:45:34
curl ez bar,2,13,70.0,2018-02-16,,,2018-02-16T18:45:34
Incline Bench Press (Barbell),3,5,270.0,2018-02-17,,,2018-02-17T15:51:37
Incline Press (Dumbbell),2,10,190.0,2018-02-17,,,2018-02-17T15:51:37
Lateral Raise (Dumbbells),3,15,30.0,2018-02-17,,,2018-02-17T15:51:37
Low Incline Dumbbell Bench,1,11,190.0,2018-02-17,,,2018-02-17T15:51:37
close grip Bench,2,10,195.0,2018-02-17,,,2018-02-17T15:51:37
Leg press (hinge ),2,10,610.0,2018-02-18,,,2018-02-18T16:47:10
Romanian Deadlift (Barbell),2,8,150.0,2018-02-18,,,2018-02-18T16:47:10
Squat (Barbell),3,5,365.0,2018-02-18,,,2018-02-18T16:47:10
high bar squat,2,10,205.0,2018-02-18,,,2018-02-18T16:47:10
kettlebell Swings,1,10,63.0,2018-02-18,,,2018-02-18T16:47:10
Bent Over Row (Dumbbell),3,10,220.0,2018-02-20,,,2018-02-20T18:28:50
Chin Up,3,3,80.0,2018-02-20,,,2018-02-20T18:28:50
Curl Dumbbell,3,12,40.0,2018-02-20,,,2018-02-20T18:28:50
Deadlift (Barbell),3,3,235.0,2018-02-20,,,2018-02-20T18:28:50
Hammer Row - Wide Grip,2,14,200.0,2018-02-20,,,2018-02-20T18:28:50
Hammer seated row (CLOSE GRIP),2,12,200.0,2018-02-20,,,2018-02-20T18:28:50
Lat Pulldown,1,8,170.0,2018-02-20,,,2018-02-20T18:28:50
Bench Press (Barbell),3,6,280.0,2018-02-21,,,2018-02-21T19:57:21
Seated Shoulder  Press (Barbell),2,8,230.0,2018-02-21,,,2018-02-21T19:57:21
Leg outward fly,2,15,120.0,2018-02-22,,,2018-02-22T21:00:54
Leg press (hinge ),2,10,610.0,2018-02-22,,,2018-02-22T21:00:54
Romanian Deadlift (Barbell),2,8,155.0,2018-02-22,,,2018-02-22T21:00:54
Squat (Barbell),2,3,415.0,2018-02-22,,,2018-02-22T21:00:54
high bar squat,1,8,230.0,2018-02-22,,,2018-02-22T21:00:54
Bent Over Row (Dumbbell),3,11,180.0,2018-02-24,,,2018-02-24T20:32:01
Chin Up,2,12,22.5,2018-02-24,,,2018-02-24T20:32:01
Curl Dumbbell,2,12,40.0,2018-02-24,,,2018-02-24T20:32:01
Deadlift (Barbell),1,3,430.0,2018-02-24,,,2018-02-24T20:32:01
Face pull,2,12,60.0,2018-02-24,,,2018-02-24T20:32:01
Hammer Row - Wide Grip,1,13,210.0,2018-02-24,,,2018-02-24T20:32:01
Lat Pulldown Closegrip,1,8,170.0,2018-02-24,,,2018-02-24T20:32:01
kettlebell Swings,1,8,72.0,2018-02-24,,,2018-02-24T20:32:01
Incline Bench Press (Barbell),3,5,275.0,2018-02-25,,,2018-02-25T14:09:05
Weighted dips,3,10,70.0,2018-02-25,,,2018-02-25T14:09:05
Bent Over Row (Dumbbell),2,10,170.0,2018-02-28,,,2018-02-28T17:46:53
Chin Up,3,9,50.0,2018-02-28,,,2018-02-28T17:46:53
Lat Pulldown,1,10,150.0,2018-02-28,,,2018-02-28T17:46:53
T-bar Row,4,10,125.0,2018-02-28,,,2018-02-28T17:46:53
Bench Press (Barbell),3,5,275.0,2018-03-01,,,2018-03-01T18:57:21
Bent Over Row (Dumbbell),2,12,150.0,2018-03-06,,,2018-03-06T18:33:21
Chin Up,4,11,20.0,2018-03-06,,,2018-03-06T18:33:21
Deadlift (Barbell),2,3,415.0,2018-03-06,,,2018-03-06T18:33:21
Neutral Chin,2,9,0.0,2018-03-06,,,2018-03-06T18:33:21
Seated Cable Row (close Grip),3,12,140.0,2018-03-06,,,2018-03-06T18:33:21
Incline Bench Press (Barbell),4,6,225.0,2018-03-07,,,2018-03-07T20:09:46
Seated Shoulder  Press (Barbell),3,10,165.0,2018-03-07,,,2018-03-07T20:09:46
Weighted dips,3,12,0.0,2018-03-07,,,2018-03-07T20:09:46
Chin Up,2,9,30.0,2018-03-11,,,2018-03-11T16:15:08
Hammer Row - Wide Grip,1,8,230.0,2018-03-11,,,2018-03-11T16:15:08
Hammer seated row (CLOSE GRIP),3,10,200.0,2018-03-11,,,2018-03-11T16:15:08
Neutral Chin,3,10,0.0,2018-03-11,,,2018-03-11T16:15:08
Bench Press (Barbell),3,5,265.0,2018-03-12,,,2018-03-12T20:08:29
Seated Shoulder  Press (Barbell),4,8,225.0,2018-03-12,,,2018-03-12T20:08:29
Leg press (hinge ),4,10,360.0,2018-03-13,,,2018-03-13T18:44:13
Romanian Deadlift (Barbell),2,8,145.0,2018-03-13,,,2018-03-13T18:44:13
Squat (Barbell),3,5,325.0,2018-03-13,,,2018-03-13T18:44:13
Chin Up,3,8,50.0,2018-03-15,,,2018-03-15T21:24:06
Incline Bench Press (Barbell),2,8,240.0,2018-03-16,,,2018-03-16T21:26:27
Incline Press (Dumbbell),1,11,170.0,2018-03-16,,,2018-03-16T21:26:27
Low Incline Dumbbell Bench,1,11,180.0,2018-03-16,,,2018-03-16T21:26:27
Weighted dips,2,12,0.0,2018-03-16,,,2018-03-16T21:26:27
Leg press (hinge ),1,11,550.0,2018-03-17,,,2018-03-17T21:28:32
Squat (Barbell),2,6,295.0,2018-03-17,,,2018-03-17T21:28:32
Bent Over Row (Dumbbell),3,10,110.0,2018-03-19,,,2018-03-19T19:27:35
Chin Up,3,10,22.5,2018-03-19,,,2018-03-19T19:27:35
Deadlift (Barbell),2,3,405.0,2018-03-19,,,2018-03-19T19:27:35
Hammer Row - Wide Grip,1,12,220.0,2018-03-19,,,2018-03-19T19:27:35
Hammer seated row (CLOSE GRIP),2,10,220.0,2018-03-19,,,2018-03-19T19:27:35
Lat Pulldown,2,10,130.0,2018-03-19,,,2018-03-19T19:27:35
Bench Press (Barbell),2,7,275.0,2018-03-20,,,2018-03-20T07:27:13
Seated Shoulder  Press (Barbell),4,7,230.0,2018-03-20,,,2018-03-20T07:27:13
Tricep pushdown,2,12,60.0,2018-03-20,,,2018-03-20T07:27:13
Hack Squat,1,10,200.0,2018-03-21,,,2018-03-21T20:53:59
Squat (Barbell),3,8,185.0,2018-03-21,,,2018-03-21T20:53:59
kettlebell Swings,3,12,52.0,2018-03-21,,,2018-03-21T20:53:59
Bent Over Row (Dumbbell),2,11,230.0,2018-03-23,,,2018-03-23T19:00:33
Bicep Curl (Barbell),3,15,40.0,2018-03-23,,,2018-03-23T19:00:33
